Unnamed: 0,Place Name,Place ID,Latitude,Longitude,Rating,User Ratings Total,Types,Price Level,Vicinity,Location,District
281,Le Liban Take Away,ChIJ3SRfzo4JkEcR9hxoGeXrMig,47.3701099,8.5142661,4.7,27,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,"Friesenbergstrasse 3, Zürich",Friesenbergstrasse 3, Zürich
282,Hot Pot,ChIJQRBlUCAKkEcRb61aHlA0rwQ,47.3705317,8.5150614,4.6,33,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Birmensdorferstrasse 222, Zürich",Birmensdorferstrasse 222, Zürich
284,Ploy,ChIJE1IxEvQJkEcR7xC6i0KaQec,47.3639419,8.5201534,4.2,131,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Uetlibergstrasse 38, Zürich",Uetlibergstrasse 38, Zürich
285,Gasthof Falken,ChIJ8RG3KLgLkEcRn70lr6f_knw,47.3702346,8.519485999999999,4.3,663,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Birmensdorferstrasse 150, Zürich",Birmensdorferstrasse 150, Zürich
287,Da Michelangelo,ChIJK4P6gCEKkEcRbvzSK12r82Q,47.3734206,8.5153257,4.5,746,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Gertrudstrasse 37, Zürich",Gertrudstrasse 37, Zürich
288,Moon Restaurant,ChIJZ5eWN3gLkEcRUdsD90c91vw,47.3904268,8.4802124,4.6,183,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Badenerstrasse 740, Zürich",Badenerstrasse 740, Zürich
289,Musti Grill,ChIJJbOq8MgLkEcRFHVPIkZEvEI,47.3875354,8.488245599999999,4.5,541,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Saumackerstrasse 48, Zürich",Saumackerstrasse 48, Zürich
290,La Taquería (Altstetten),ChIJ2xL3d8gLkEcRxCMPd7US9W4,47.3886542,8.4862676,4.6,2290,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Altstetterstrasse 140a, Zürich",Altstetterstrasse 140a, Zürich
291,KAIMUG Altstetten,ChIJeyVPaPILkEcRVNil4P8hhRU,47.3882886,8.4875256,4.0,21,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Altstetterstrasse 145, Zürich",Altstetterstrasse 145, Zürich
292,Restaurant Casino,ChIJM9nbE8kLkEcReXCYG3pMwOs,47.3869092,8.4897765,4.5,140,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 647, Zürich",Badenerstrasse 647, Zürich
293,The Golden Peppercorn,ChIJBeV-nagLkEcRGsbOEhTbelI,47.3889696,8.4887823,4.3,42,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Baslerstrasse 137, Zürich",Baslerstrasse 137, Zürich
294,Turicum,ChIJB9mbEq8JkEcRRXa4_TrDfOY,47.391054,8.4783707,4.2,205,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Badenerstrasse 753, Zürich",Badenerstrasse 753, Zürich
295,Roter Stein,ChIJcf1dyMcLkEcRLC5wsGkH0SQ,47.3885712,8.484765099999999,4.5,304,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Herrligstrasse 39, Zürich",Herrligstrasse 39, Zürich
296,Burgermeister Altstetten,ChIJd3djgR8LkEcRMfTGthMmYeU,47.3881227,8.486487499999999,4.1,333,"['meal_takeaway', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",2,"Altstetterstrasse 146, Zürich",Altstetterstrasse 146, Zürich
297,"Residenz Restaurant, Spirgarten Zürich-Altstetten",ChIJC2eINsYLkEcRgRYK_PYNPFI,47.3876635,8.4845732,4.5,55,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Spirgartenstrasse 2, Zürich",Spirgartenstrasse 2, Zürich
298,Sir Andrew's,ChIJrwPiVIwLkEcRyyGEmH8i3JE,47.3871212,8.488480899999999,4.3,293,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 659, Zürich",Badenerstrasse 659, Zürich
299,Taj Mahal,ChIJj3TQ6AkLkEcR02S6f0LLd0k,47.3869463,8.4894686,4.5,194,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 649, Zürich",Badenerstrasse 649, Zürich
300,La Taverna,ChIJKxr17cgLkEcRkLwCY1zg978,47.3872411,8.4876299,4.4,264,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 663 Beim, Lindenpl., Zürich",Badenerstrasse 663 Beim, Lindenpl.
301,Rashim’s Kitchen,ChIJl297oQILkEcR73ZWcOG2B8M,47.3873117,8.487641300000002,5.0,161,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 663, Zürich",Badenerstrasse 663, Zürich
302,Piratino,ChIJKeoNeLYLkEcRsMFpdBXO9Dg,47.3886642,8.483877999999999,4.5,197,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Badenerstrasse 696, Zürich",Badenerstrasse 696, Zürich
303,Krone Altstetten,ChIJt_F0rccLkEcRo5GiBxWiLbU,47.3883956,8.4837332,4.6,452,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 705, Zürich",Badenerstrasse 705, Zürich
304,Imbiss Layalina,ChIJsRulEVALkEcRSiwQ8ZPL66M,47.3915701,8.487939299999999,4.9,17,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Bahnhof Altstetten, Zürich",Bahnhof Altstetten, Zürich
306,Burger Brothers Swiss,ChIJlcr1nU8LkEcRKaHWQ_9Bfnw,47.3878586,8.4868614,3.9,393,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Altstetterstrasse 147, Zürich",Altstetterstrasse 147, Zürich
307,Migros Restaurant,ChIJqSapZ8gLkEcRuiIx7ezjkxU,47.3883843,8.4874986,3.8,398,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",0,"Altstetterstrasse 145, Zürich",Altstetterstrasse 145, Zürich
308,Kibar,ChIJA1so2rcLkEcRp3y3Z243bTQ,47.3906785,8.4888881,3.4,79,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Hohlstrasse 561, Zürich",Hohlstrasse 561, Zürich
309,Neu Punkt,ChIJO17ziMgLkEcR3LTTKorLIaY,47.38783160000001,8.4868726,3.7,63,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Altstetterstrasse 147, Zürich",Altstetterstrasse 147, Zürich
310,BIG Baba's,ChIJo9h_3lELkEcRIlQ3usBNZ2U,47.3878311,8.486848,4.7,93,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Altstetterstrasse 147, Zürich",Altstetterstrasse 147, Zürich
311,Spirgarten,ChIJI8kubm0LkEcR_ZqalisnzwU,47.3873936,8.4854155,4.4,110,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Lindenpl. 5, Zürich",Lindenpl. 5, Zürich
312,Antonio Cuccu,ChIJ-cFqi8gLkEcR97YSh4maFj4,47.3866956,8.486708199999999,4.9,45,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Altstetterstrasse 159a, Zürich",Altstetterstrasse 159a, Zürich
313,Linde Take Away,ChIJF7VlRk8LkEcRGotAoLw6Z40,47.38931609999999,8.4866025,4.4,38,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Meier-Bosshard-Strasse 4, Zürich",Meier-Bosshard-Strasse 4, Zürich
314,QIRIN - Sushi & Drinks,ChIJKXQTWisLkEcRHf_mf9olgxY,47.3891034,8.4882216,4.6,204,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Baslerstrasse 141, Zürich",Baslerstrasse 141, Zürich
315,Memo Bar,ChIJc38LgMgLkEcRiJMc_T2Ph6w,47.3880053,8.4860658,4.4,1053,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Badenerstrasse 676, Zürich",Badenerstrasse 676, Zürich
316,Rauti,ChIJyUL5QM4LkEcRDuDttzbhGSs,47.3819715,8.488530599999999,4.5,66,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Rautistrasse 75, Zürich",Rautistrasse 75, Zürich
317,Suan Long,ChIJ8RKSsIALkEcRpRrJWxQ5IK8,47.3896194,8.4866222,4.0,186,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Altstetterstrasse 124, Zürich",Altstetterstrasse 124, Zürich
318,Peking Garden,ChIJQcDww7cLkEcR84AqgBAkpXM,47.3910803,8.4888724,3.6,835,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Hohlstrasse 560, Zürich",Hohlstrasse 560, Zürich
320,Sonne Libanon,ChIJNc_WnYcJkEcRyAJZjZAJ4RQ,47.3820094,8.4838223,4.3,282,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Altstetterstrasse 223, Zürich",Altstetterstrasse 223, Zürich
321,scent of bamboo,ChIJyQl7ybcLkEcRRqRVg1hZUxY,47.3908959,8.4891463,3.9,488,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Zürich-Altstetten Bahnhof, Altstetterpl. 12, Zürich",Zürich-Altstetten Bahnhof, Altstetterpl. 12
322,Bistro ufem Chilehügel,ChIJvW55PcYLkEcRZkQB5CW3HtQ,47.3869012,8.4847631,4.6,53,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,"Pfarrhausstrasse 21, Zürich",Pfarrhausstrasse 21, Zürich
323,SBB Restaurant Westlink,ChIJAasLT7YLkEcRrhirGkQmW9g,47.3916876,8.4910189,4.2,274,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Westlink Plaza, Vulkanpl. 11/17, Zürich",Westlink Plaza, Vulkanpl. 11/17
324,momomo,ChIJzWk5XvELkEcRPT3MJ6Gh9eM,47.3889669,8.4886415,4.8,31,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Baslerstrasse 137, Zürich",Baslerstrasse 137, Zürich
325,Akaras,ChIJm42zPE8LkEcR_hGhG1rxqCs,47.3906624,8.4887778,4.2,101,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Hohlstrasse 561, Zürich",Hohlstrasse 561, Zürich
326,Subway,ChIJ--FIzbcLkEcRjQ5V-e67SuU,47.3909604,8.489965399999999,4.2,681,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Hohlstrasse 552/556, Zürich",Hohlstrasse 552/556, Zürich
327,Kormasutra Indian Restaurant,ChIJoaQ8MKigmkcRxSHXctRBTp8,47.3892403,8.4864792,4.1,951,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Altstetterstrasse 130, Zürich",Altstetterstrasse 130, Zürich
328,Santa Lucia Altstetten,ChIJhwIxe8gLkEcRL3YTFyaPlrM,47.38878099999999,8.4869679,4.2,1110,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Altstetterstrasse 145, Zürich",Altstetterstrasse 145, Zürich
330,Samurai VII Altstetten,ChIJe5CAHMkLkEcRPl8CKv3gbYw,47.3870808,8.489030999999999,4.7,459,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Ecke, Badenerstrasse 651, Grimselstrasse 2, Zürich",Ecke, Badenerstrasse 651
332,The Coconut,ChIJK9c-y8sLkEcRNiEzd-ceXkk,47.38739899999999,8.493105,4.8,166,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Baslerstrasse 103, Zürich",Baslerstrasse 103, Zürich
335,BUNT,ChIJs1wMarYLkEcRodTXw5iKhzE,47.39203269999999,8.4915934,4.3,369,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Vulkanpl. 2, Zürich",Vulkanpl. 2, Zürich
337,Negishi Sushi Bar Altstetten,ChIJLzcjbIuhmkcRhotPUen_yHs,47.3916134,8.488107300000001,4.6,100,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Altstetterpl. 11, Zürich",Altstetterpl. 11, Zürich
340,Ruenthai 2,ChIJjVIwessLkEcRZNi76a5rSdU,47.3853691,8.494768100000002,4.4,81,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 582, Zürich",Badenerstrasse 582, Zürich
341,Züri Momo,ChIJzTyydEcLkEcRT2cd47E24_o,47.3888531,8.4949674,4.8,24,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Hohlstrasse 485, Zürich",Hohlstrasse 485, Zürich
342,Thai Style,ChIJKTVQz-kLkEcR47gjZJ9KjDo,47.3838428,8.4948417,4.6,16,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Flurstrasse 55, Zürich",Flurstrasse 55, Zürich
343,NextShop,ChIJw85x27cLkEcROPuv4DD3Lxw,47.3906717,8.488982499999999,4.3,16,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Hohlstrasse 561, Zürich",Hohlstrasse 561, Zürich
344,Masri Streetfood,ChIJAyaoLL0LkEcRdBVK_j08DgU,47.39308519999999,8.489516,5.0,19,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Aargauerstrasse 252, Zürich",Aargauerstrasse 252, Zürich
345,Buckhuser Bar Bistro Restaurant,ChIJtZfZQ8wLkEcRnM4-GEYOInE,47.38380009999999,8.4927248,4.2,347,"['cafe', 'night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Buckhauserstrasse 34, Zürich",Buckhauserstrasse 34, Zürich
347,MyLatinFood GmbH,ChIJoRk1qYyhmkcRJVh1_-9aioM,47.4035322,8.4965245,4.4,17,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Wieslergasse 36, Zürich",Wieslergasse 36, Zürich
348,Restaurant Hönggerhof,ChIJx6kYAbILkEcRgZF9b5xyLkI,47.3994264,8.495773699999999,4.6,303,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Am Wasser 161, Zürich",Am Wasser 161, Zürich
349,DAD‘S BISTRO,ChIJ39tyDqILkEcROwdL2ICfKzg,47.4017501,8.4996371,4.5,50,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Limmattalstrasse 177, Zürich",Limmattalstrasse 177, Zürich
350,Maharani Indian,ChIJZzBDD68LkEcRP1saaLYin8o,47.4027156,8.4924811,3.9,283,"['restaurant', 'meal_takeaway', 'bar', 'food', 'point_of_interest', 'establishment']",2,"Limmattalstrasse 252, Zürich",Limmattalstrasse 252, Zürich
351,Am Brühlbach,ChIJN4wHc6wLkEcRbu8FJ218DY0,47.4035863,8.498598399999999,4.3,63,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Kappenbühlweg 9, Zürich",Kappenbühlweg 9, Zürich
352,Höngger Oriental,ChIJmeBMZLcLkEcRD1wYlKX1dOA,47.4020356,8.4973698,4.8,107,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Limmattalstrasse 213, Zürich",Limmattalstrasse 213, Zürich
353,Zweifel 1898 Restaurant Weinbeiz,ChIJ8bQ3UlQLkEcRY_Vh_4y2Zyc,47.4037777,8.497525399999999,4.6,50,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Regensdorferstrasse 20, Zürich",Regensdorferstrasse 20, Zürich
354,"marcello s bistro, Marcel Stutz",ChIJIdioP6wLkEcRkqeRDOqi1vw,47.402963,8.4979373,4.6,79,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Regensdorferstrasse 13, Zürich",Regensdorferstrasse 13, Zürich
355,Da Biagio,ChIJZ-f2iq4LkEcR_G1ZXCnifRI,47.40236549999999,8.4954298,4.4,409,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Limmattalstrasse 228, Zürich",Limmattalstrasse 228, Zürich
356,Hong Kong Take Away,ChIJExiOT6wLkEcReHxGXepCjWU,47.40244999999999,8.4985536,4.7,74,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Regensdorferstrasse 5, Zürich",Regensdorferstrasse 5, Zürich
357,persian food,ChIJ7YuFebILkEcRx7sL_caVgk0,47.39920679999999,8.4979272,4.1,160,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Am Wasser 135, Zürich",Am Wasser 135, Zürich
358,Kebap Haus Höngg Take Away,ChIJ5bzU5rkLkEcRh1LkL--QAsA,47.401941,8.495994999999999,4.2,676,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Limmattalstrasse 227, Zürich",Limmattalstrasse 227, Zürich
359,Restaurante Lumar,ChIJAeanzm0LkEcRkqwz1IYOz2E,47.4022059,8.4978325,4.8,12,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Limmattalstrasse 206, Zürich",Limmattalstrasse 206, Zürich
360,Pizzeria Rapido,ChIJIZ_BmCoLkEcRGgDJ5K-Qonw,47.40166079999999,8.4989673,4.4,69,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Ackersteinstrasse 205, Zürich",Ackersteinstrasse 205, Zürich
361,Werdinsel Restaurant Flussbad | Werdinsel GmbH,ChIJ1yx9p7oLkEcRj0_43Kd6dlU,47.3994133,8.4893626,4.3,404,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2,"Werdinsel 1A, Zürich",Werdinsel 1A, Zürich
363,Asia Restaurant & Take Away Meedo,ChIJs1VfxfYLkEcRf9HbtUF2Zzc,47.40203229999999,8.4962515,4.5,22,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Limmattalstrasse 225, Zürich",Limmattalstrasse 225, Zürich
365,Schützenstube Höngg,ChIJr_TDZwcLkEcRde8yKm4vH3I,47.4096828,8.4968078,4.2,142,"['restaurant', 'meal_takeaway', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",1,"Kappenbühlstrasse 80, Zürich",Kappenbühlstrasse 80, Zürich
366,Bistro Café Träff HPI,ChIJWd9MdFUKkEcRElvjfNkNLZo,47.4082633,8.5079068,4.3,21,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Wolfgang-Pauli-Strasse 14, Zürich",Wolfgang-Pauli-Strasse 14, Zürich
