Unnamed: 0,Place Name,Place ID,Latitude,Longitude,Rating,User Ratings Total,Types,Price Level,Vicinity,Location,District
0,Wolfbach,ChIJ68Be562gmkcRamHPMmoGRAg,47.37029219999999,8.5522824,4.6,187,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Wolfbachstrasse 35, Zürich",Wolfbachstrasse 35, Zürich
1,Blockhus,ChIJ1d2JDaugmkcRvG2iNCdYZ9I,47.3681663,8.545157099999999,4.5,483,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Schifflände 4, Zürich",Schifflände 4, Zürich
2,Sternen Grill + Sternen Grill Restaurant im oberen Stock,ChIJs1urRqugmkcRA1ulmr2Q5wk,47.36732199999999,8.545594,4.4,4140,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Theaterstrasse 22, Zürich",Theaterstrasse 22, Zürich
3,Rosaly's Restaurant & Bar,ChIJy1roQqugmkcRBeCV-hePRf4,47.367419,8.545874,4.5,617,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Freieckgasse 7, Zürich",Freieckgasse 7, Zürich
4,Frida Seefeld,ChIJ7ckHt8CnmkcRxWfmOeZ2Kxk,47.3628239,8.5491981,5.0,18,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Kreuzstrasse 26, Zürich",Kreuzstrasse 26, Zürich
5,Klosbächli,ChIJUW2VObOgmkcRe2vCjgzdeGM,47.3662111,8.556763799999999,4.6,34,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Klosbachstrasse 39, Zürich",Klosbachstrasse 39, Zürich
6,Coop Restaurant Zürich Bellevue,ChIJt3cvW6ugmkcR8lFcEpjr-UU,47.3673456,8.5460155,4.2,229,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Theaterstrasse 18, Zürich",Theaterstrasse 18, Zürich
7,Pepito,ChIJBSHpClinmkcRZ0vU2H2FGog,47.36593070000001,8.5467687,3.7,25,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Theaterstrasse 9, Zürich",Theaterstrasse 9, Zürich
8,Union Diner Bellevue,ChIJ22DpdmuhmkcRNp3vx2s7akg,47.3670157,8.5462876,4.3,212,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"St. Urbangasse 4, Zürich",St. Urbangasse 4, Zürich
9,Max&Otto,ChIJcwrUclOnmkcRAbMGnaSv5bs,47.3641825,8.5471399,4.3,166,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Dufourstrasse 4, Zürich",Dufourstrasse 4, Zürich
10,Tschingg,ChIJG5sTcaugmkcRmKCHqZ3dZN4,47.3682947,8.5460417,4.2,772,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Oberdorfstrasse 2, Zürich",Oberdorfstrasse 2, Zürich
11,tibits Bistro,ChIJGfgyljOnmkcRoOVA1-_tf1I,47.3646921,8.5476147,4.4,451,"['bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2,"Falkenstrasse 12, Zürich",Falkenstrasse 12, Zürich
12,Burgermeister Oberdorf,ChIJ3bEbdKugmkcRW6nMkWm8op8,47.3685171,8.5458839,4.1,981,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Oberdorfstrasse 8, Zürich",Oberdorfstrasse 8, Zürich
13,Kaimug,ChIJV6POMVOnmkcRu5EGkKFQrtI,47.3657322,8.548359699999999,3.2,65,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Falkenstrasse 21, Zürich",Falkenstrasse 21, Zürich
14,Mühlebach,ChIJzdYQfU2nmkcRCwVfynqZYls,47.363962,8.55173,4.4,182,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Mühlebachstrasse 43, Zürich",Mühlebachstrasse 43, Zürich
15,Zum weissen Kreuz,ChIJy8dMU6qgmkcR8nYi9IYTMzA,47.36925069999999,8.5442539,4.5,193,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Rössligasse 3, Zürich",Rössligasse 3, Zürich
16,Noon,ChIJ87r6CqugmkcRVdjd6U7kq9U,47.3686777,8.545457299999999,4.5,220,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Oberdorfstrasse 9, Zürich",Oberdorfstrasse 9, Zürich
17,Bodega Espanola,ChIJPfdXKKqgmkcRYb15HXkViwg,47.3712679,8.544127,4.2,1081,"['liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2,"Münstergasse 15, Zürich",Münstergasse 15, Zürich
18,Pier 7,ChIJUc8n4KqgmkcR0pKcodPKc88,47.3678233,8.5436663,4.6,177,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Limmatquai 7, Zürich",Limmatquai 7, Zürich
19,Dialog,ChIJhbZbLKqgmkcRWjrTuenaQ_Q,47.3708614,8.544713999999999,4.2,232,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Münstergasse 4, Zürich",Münstergasse 4, Zürich
20,Pumpstation,ChIJd949nVOnmkcROghWyVhkibY,47.3636537,8.5463788,4.1,1714,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Utoquai 10, Zürich",Utoquai 10, Zürich
21,Vapiano,ChIJ9-g9ZqugmkcReZ-24XijM5A,47.367774,8.5461457,4.0,2677,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Rämistrasse 8, Zürich",Rämistrasse 8, Zürich
22,Rosengarten,ChIJ_V1-MrKgmkcRZSrFUsvU4CY,47.3697962,8.5563454,4.4,173,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Gemeindestrasse 60, Zürich",Gemeindestrasse 60, Zürich
23,La Muña,ChIJVQF0FO2nmkcRpUm9vwoAQuk,47.36274299999999,8.547351599999999,4.4,160,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Utoquai 45, Zürich",Utoquai 45, Zürich
24,Bohemia,ChIJ44XXJk2nmkcRqAxAtPi-hb0,47.36480570000001,8.554880299999999,4.2,1740,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Klosbachstrasse 2, Zürich",Klosbachstrasse 2, Zürich
25,Migros Restaurant,ChIJe6LeMFOnmkcR2cOwloDyUaA,47.3654649,8.5479404,3.8,189,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",1,"Falkenstrasse 19 - 21, Zürich",Falkenstrasse 19 - 21, Zürich
26,NZZ am Bellevue,ChIJzfhu58unmkcRspijcnC4m0E,47.36541889999999,8.5475508,3.8,239,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Theaterstrasse 3, Zürich",Theaterstrasse 3, Zürich
27,Sazio,ChIJwUqPWFKnmkcRCqB2GSZshPY,47.3635379,8.5495615,4.5,214,"['meal_takeaway', 'liquor_store', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",2,"Seefeldstrasse 27, Zürich",Seefeldstrasse 27, Zürich
29,Cheti's,ChIJOa4HNKCgmkcRXh4VYLkhtgc,47.3650279,8.5486234,4.4,204,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Seefeldstrasse 7a, Zürich",Seefeldstrasse 7a, Zürich
30,Nooba Kreuzplatz,ChIJQ4KjL02nmkcR9NB5d1g95Ho,47.365136,8.5545875,4.1,630,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Kreuzpl. 5, Zürich",Kreuzpl. 5, Zürich
31,Il Gattopardo,ChIJEXFDrKugmkcRZm-yJY29YhA,47.3692424,8.544426,4.5,77,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Rössligasse 7, Zürich",Rössligasse 7, Zürich
32,Kronenhalle,ChIJxye0aaugmkcRti36D04xmFo,47.36762090000001,8.545813899999999,4.6,1548,"['museum', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Rämistrasse 4, Zürich",Rämistrasse 4, Zürich
33,McDonald’s,ChIJWVobtKygmkcRjf-dHUI1l2c,47.3664546,8.5476469,3.5,1694,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Stadelhofen, Gottfried-Keller-Strasse 7, Zürich",Stadelhofen, Gottfried-Keller-Strasse 7
34,Papa Joe's,ChIJrXjdVqqgmkcR_pcB-TeQjMc,47.36878,8.54462,3.9,2136,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Schifflände 18, Zürich",Schifflände 18, Zürich
35,Outback Lodge,ChIJnTBduaygmkcROGPR79oygdA,47.3669614,8.5477659,4.1,1848,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Stadelhoferstrasse 18, Zürich",Stadelhoferstrasse 18, Zürich
36,Style Thai,ChIJv6H0IaqgmkcRBbhXSQSTx_k,47.371088,8.543411899999999,4.2,296,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Schoffelgasse 3, Zürich",Schoffelgasse 3, Zürich
37,Weisses Kreuz,ChIJWRqq0qygmkcRwJ3WaiE_PCw,47.36609989999999,8.5487302,4.1,538,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Falkenstrasse 27, Zürich",Falkenstrasse 27, Zürich
38,Terrasse Restaurant & Bar,ChIJzxVYF6ugmkcRCDe6d_JS4Gw,47.3678442,8.5445194,4.2,1733,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3,"Limmatquai 3, Zürich",Limmatquai 3, Zürich
39,Commercio,ChIJjQ4qK1OnmkcRRtPQlx6SE2s,47.365959,8.548954799999999,4.2,367,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Mühlebachstrasse 2, Zürich",Mühlebachstrasse 2, Zürich
40,Sorrento,ChIJX7AJIk2nmkcRHsUklcGi2cI,47.3643691,8.554634799999999,4.2,102,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Forchstrasse 2, Zürich",Forchstrasse 2, Zürich
41,Tibits,ChIJJ5DwPVOnmkcRg3Xv8R6KzGo,47.3649874,8.547957199999999,4.4,2593,"['cafe', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Seefeldstrasse 2, Zürich",Seefeldstrasse 2, Zürich
42,Kunsthaus,ChIJw12aEaygmkcRrgKB3fP1QJQ,47.3706147,8.5477964,3.9,462,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Heimpl. 1, Zürich",Heimpl. 1, Zürich
43,Ban Song Thai,ChIJH4XGUqqgmkcROia7W1ypLiM,47.3694296,8.544255300000001,4.4,591,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Kirchgasse 6, Zürich",Kirchgasse 6, Zürich
44,Haus zum Rüden,ChIJhdmJF6qgmkcRm5seb1JIvRI,47.3708651,8.5431995,4.6,571,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Limmatquai 42, Zürich",Limmatquai 42, Zürich
45,kaisin. seefeld,ChIJ-zKBK1mnmkcRv9fWlRoHWwk,47.362725,8.5488983,4.5,63,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",0,"Kreuzstrasse 24, Zürich",Kreuzstrasse 24, Zürich
46,Weisser Wind,ChIJA9meCqugmkcRGMxn_Wsz5Bc,47.36888889999999,8.5455556,4.4,578,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Oberdorfstrasse 20, Zürich",Oberdorfstrasse 20, Zürich
47,Mère Catherine,ChIJ5e8xJaqgmkcRfyMP8-UfJDI,47.370785,8.543811999999999,4.5,690,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",2,"Nägelihof 3, Zürich",Nägelihof 3, Zürich
48,Le Dézaley,ChIJr5rzOqqgmkcRYqfno8OTC1c,47.3706218,8.5438887,4.3,1744,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Römergasse 9, Zürich",Römergasse 9, Zürich
49,Silk Lounge & Bar,ChIJiZ63bVOnmkcR56RYz-SGIYA,47.36434209999999,8.547162,4.5,120,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Dufourstrasse 2, Zürich",Dufourstrasse 2, Zürich
50,Napulé,ChIJMdVCpxqhmkcR50w52F148K8,47.3677028,8.5465796,4.2,426,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Stadelhoferstrasse 42, Zürich",Stadelhoferstrasse 42, Zürich
51,Bernadette,ChIJCT9ggq6nmkcR6e689hxlNCU,47.3650667,8.5463022,4.3,145,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Sechseläutenpl. 1, Zürich",Sechseläutenpl. 1, Zürich
52,Brasserie Schiller,ChIJZ3R0RlOnmkcRDs0_uQnqgnM,47.3653662,8.5472383,3.9,1226,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Sechseläutenpl. 10, Zürich",Sechseläutenpl. 10, Zürich
53,Conti,ChIJkavTbFOnmkcRfPtbdXVAL54,47.3645053,8.5473808,4.5,341,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Dufourstrasse 1, Zürich",Dufourstrasse 1, Zürich
54,Royal Panda,ChIJf8zFz6SnmkcRcRY2CMEYhjM,47.3644547,8.5546625,4.8,224,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Eingang bei Zollikerstrasse, Forchstrasse 2, Zürich",Eingang bei Zollikerstrasse, Forchstrasse 2
55,Tiffins Asian Kitchen,ChIJh3TsCVKnmkcRPPFzTrImq0M,47.3618925,8.5510282,4.2,632,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Seefeldstrasse 61, Zürich",Seefeldstrasse 61, Zürich
56,Negishi,ChIJ0a66IqqgmkcRxtP4EjFt_qc,47.3708426,8.5435412,4.4,882,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Nägelihof 1, Zürich",Nägelihof 1, Zürich
57,Weisse Rose,ChIJLTlmcqugmkcRuJC4j8cRKYo,47.3681884,8.5457244,4.8,149,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Torgasse 9, Zürich",Torgasse 9, Zürich
58,Koko Chicken,ChIJIW46gVyhmkcR3wcw_Vv2DDM,47.3671228,8.5474106,3.6,466,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Stadelhoferstrasse 22, Zürich",Stadelhoferstrasse 22, Zürich
59,Santa Lucia,ChIJNVx2q6ygmkcR9KZlxwHN4To,47.3663855,8.5466932,4.2,1231,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Theaterstrasse 10, Zürich",Theaterstrasse 10, Zürich
60,Köchlistube,ChIJn-2yVhkKkEcRgJxDqmr69Zg,47.3732397,8.5238171,4.8,435,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Köchlistrasse 6, Zürich",Köchlistrasse 6, Zürich
61,Meze Mediterrane Küche,ChIJky43PssLkEcRpXYy9wjKvKE,47.3770819,8.532382499999999,4.8,270,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Freischützgasse 1, Zürich",Freischützgasse 1, Zürich
62,The Bite,ChIJIaa2eRoKkEcROVddjNVMw8E,47.3772994,8.5278835,4.5,2525,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Brauerstrasse 15, Zürich",Brauerstrasse 15, Zürich
63,BUND 39 | 外滩 39 | Taste of Shanghai,ChIJRz-nPk4LkEcRmfUDxGR25Xo,47.3749533,8.5286819,4.5,157,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Bäckerstrasse 39, Zürich",Bäckerstrasse 39, Zürich
64,Restaurant Zeughaushof,ChIJ-6GvoRoKkEcRg8m8pR4XKi8,47.377901,8.5304401,4.3,215,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Kanonengasse 20, Zürich",Kanonengasse 20, Zürich
65,Gamper,ChIJG568ORcKkEcR4AhLwtFoE5E,47.3791571,8.5250355,4.4,179,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Nietengasse 1, Zürich",Nietengasse 1, Zürich
66,Knödl,ChIJ18Rai0ILkEcRpQld-_B1yv4,47.3791382,8.524645,4.9,195,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Brauerstrasse 78, Zürich",Brauerstrasse 78, Zürich
67,Schweizer Weinstube,ChIJvTPIABoKkEcRk0x76s3Hsps,47.377522,8.525743,4.5,56,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Hohlstrasse 49, Zürich",Hohlstrasse 49, Zürich
68,Brauerhof,ChIJ5S6FeBoKkEcRdowXfsJ5-7g,47.37746509999999,8.5279385,4.6,40,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Brauerstrasse 26, Zürich",Brauerstrasse 26, Zürich
69,Summergarte,ChIJxxCxpxoKkEcRqDfwfuwdzK8,47.377167,8.530537299999999,4.6,245,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Militärstrasse 49, Zürich",Militärstrasse 49, Zürich
70,YNOS,ChIJFzE5JxAKkEcR8vEp17S-8io,47.3788864,8.5315408,4.4,684,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Europaallee 47, Zürich",Europaallee 47, Zürich
71,Tremondi,ChIJc_nmtYcLkEcRQfLvvBIXNU4,47.3768423,8.5268445,4.7,206,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Molkenstrasse 20, Zürich",Molkenstrasse 20, Zürich
72,Hermanseck,ChIJmWwMFRwKkEcRhD1K23XTJR0,47.3716482,8.5250389,4.7,310,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Birmensdorferstrasse 58, Zürich",Birmensdorferstrasse 58, Zürich
73,Loft Five,ChIJ89b43A8KkEcRO0Xx4rAWdjY,47.3783756,8.5339314,4.1,1749,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",3,"Europaallee 15, Zürich",Europaallee 15, Zürich
74,Schönau,ChIJp4M1XRcKkEcRQEqHt2wpOgs,47.3783754,8.524272700000001,4.5,234,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Hohlstrasse 78, Zürich",Hohlstrasse 78, Zürich
75,LÈ Cuisine | 乐厨,ChIJQ8PbCPMLkEcRvOMSxUre01s,47.3739022,8.527999399999999,4.3,155,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"St. Jakobstrasse 7, Zürich",St. Jakobstrasse 7, Zürich
76,Werkhof,ChIJx0rEERcKkEcRyQ9yp8Xkn_A,47.3794706,8.5237137,3.9,96,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Brauerstrasse 97, Zürich",Brauerstrasse 97, Zürich
77,Fattoush Zürich,ChIJt7nZbLwLkEcRv0Qc6Aw8bkY,47.3715608,8.5254737,4.8,42,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Birmensdorferstrasse 51, Zürich",Birmensdorferstrasse 51, Zürich
78,Việt Street Food,ChIJhXWTOEYLkEcRz0Ja8C-WGAc,47.3758042,8.5361745,4.3,169,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Usteristrasse 21, Zürich",Usteristrasse 21, Zürich
79,Talacker,ChIJze6A9gMKkEcRqICLh3VwWkM,47.371893,8.534785,4.0,107,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Talacker 41, Zürich",Talacker 41, Zürich
80,Yen,ChIJq-nOXgUKkEcRMlM0HwrF8sk,47.376947,8.5325205,4.4,25,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Freischützgasse 4, Zürich",Freischützgasse 4, Zürich
82,Saigon,ChIJ4ZzajgQKkEcRkiUUiNl6VyA,47.3730058,8.532774700000001,4.4,1079,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Sihlstrasse 97, Zürich",Sihlstrasse 97, Zürich
83,Gartenhof,ChIJFbo-bBwKkEcR6JM4-AYaK5I,47.371914,8.5255849,4.3,534,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Gartenhofstrasse 1, Zürich",Gartenhofstrasse 1, Zürich
84,Nooch Asian Kitchen Badenerstrasse,ChIJq6TV-24LkEcReZUxmzJTFgM,47.3740785,8.5251402,4.5,516,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 101, Zürich",Badenerstrasse 101, Zürich
85,Emilio,ChIJX0GueBsKkEcR2IPvt_txjoQ,47.3729881,8.5271466,4.6,219,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Zweierstrasse 9, Zürich",Zweierstrasse 9, Zürich
86,Thai Takeaway,ChIJ80xkfRsKkEcROnNaABJkZzg,47.3726235,8.5276321,4.5,57,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Werdstrasse 62, Zürich",Werdstrasse 62, Zürich
87,Glogge Egge,ChIJO6xGoQYKkEcR3L8U0fsGoMw,47.37290489999999,8.5365208,4.3,126,"['bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2,"Sihlstrasse 31, Zürich",Sihlstrasse 31, Zürich
88,Restaurant Sopra,ChIJI58lMdELkEcRAMy_r915lYA,47.3742941,8.5374555,4.0,33,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Seidengasse 1, Zürich",Seidengasse 1, Zürich
89,Restaurant Trübli Grotto Bar,ChIJQ_H_0rULkEcRvp2nIa21X-4,47.3765399,8.5290286,4.8,86,"['restaurant', 'park', 'bar', 'food', 'point_of_interest', 'establishment']",0,"Zeughausstrasse 67, Zürich",Zeughausstrasse 67, Zürich
90,Bernerhof,ChIJeXm93wQKkEcR9MeSrdfl2LI,47.3745938,8.5321216,4.4,238,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Zeughausstrasse 1, Zürich",Zeughausstrasse 1, Zürich
91,Restaurant Schützengasse,ChIJl2mcrAgKkEcREZACW5Xh4HU,47.3771148,8.5375415,4.4,515,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Schützengasse 32, Zürich",Schützengasse 32, Zürich
92,Werdguet,ChIJx4_tkhwKkEcR-P0skZvkNPA,47.3715485,8.5273839,4.4,190,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Morgartenstrasse 30, Zürich",Morgartenstrasse 30, Zürich
93,Bank,ChIJp97uPxoKkEcRz5UjdY3VvsM,47.3764146,8.5264949,4.2,1761,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3,"Molkenstrasse 15, Zürich",Molkenstrasse 15, Zürich
94,Kinkhao,ChIJfYalIZwLkEcR9C99_H3WrDU,47.3782123,8.5291975,4.6,185,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Zwinglistrasse 12, Zürich",Zwinglistrasse 12, Zürich
95,Simply Soup,ChIJ3UgDsBwKkEcRGAxcQl7GCoU,47.3718243,8.529046,4.6,120,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Hallwylstrasse 24, Zürich",Hallwylstrasse 24, Zürich
96,Riithalle,ChIJx_jJswUKkEcRgwywjsQLQug,47.3747135,8.534485600000002,4.1,1425,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Gessnerallee 8, Zürich",Gessnerallee 8, Zürich
97,Luigia,ChIJ_0YzhycLkEcREC8sx6hleRI,47.3704873,8.5354656,4.1,2113,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Talstrasse 61, Zürich",Talstrasse 61, Zürich
98,Aargauerhof,ChIJdwnACBoKkEcRlOZe2EYxL2w,47.37736839999999,8.526135499999999,4.3,415,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Hohlstrasse 43, Zürich",Hohlstrasse 43, Zürich
99,Migros Restaurant,ChIJicVfxQUKkEcRrbxHS1dFpDw,47.3752322,8.5364528,4.2,777,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",1,"Löwenstrasse 31-35, Zürich",Löwenstrasse 31-35, Zürich
100,Restaurant Enja,ChIJuUU5wugLkEcR5NhbqJ2qVwY,47.3737258,8.5374298,4.4,118,"['restaurant', 'bar', 'park', 'food', 'point_of_interest', 'establishment']",0,"Sihlstrasse 9, Zürich",Sihlstrasse 9, Zürich
101,Gambrinus,ChIJt_XAvhAKkEcRl7n7Rc4lXLg,47.3787295,8.5269941,4.4,237,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Langstrasse 103, Zürich",Langstrasse 103, Zürich
102,Viet-Thai,ChIJ26B2bRAKkEcRtyARuN37eW0,47.3780746,8.5300262,4.6,255,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Kanonengasse 31, Zürich",Kanonengasse 31, Zürich
103,James Joyce,ChIJJzJlsQYKkEcRIVgHjafHIJc,47.372227,8.537009,4.3,611,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3,"Pelikanstrasse 8, Zürich",Pelikanstrasse 8, Zürich
104,Don Leone,ChIJ_whoHxsKkEcRYRhSFKK_XQQ,47.374667,8.529062,4.3,1220,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Bäckerstrasse 31, Zürich",Bäckerstrasse 31, Zürich
105,KAIMUG HB Food Station,ChIJIQhOUFMLkEcRP3OtyjQcGLM,47.3782309,8.535991500000002,3.3,81,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Sihlquai, Zürich",Sihlquai, Zürich
106,Italia,ChIJq4p1lBoKkEcRd1lYBV7M5BA,47.3763867,8.5293196,4.4,629,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Zeughausstrasse 61, Zürich",Zeughausstrasse 61, Zürich
107,Bahnhof Wiedikon,ChIJXXQenh4KkEcRPog_N9xNBvg,47.3708903,8.5234139,4.3,470,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Seebahnstrasse 33, Zürich",Seebahnstrasse 33, Zürich
108,Europaallee,ChIJRZDl6Q8KkEcRi0fd0kMMRg8,47.3784348,8.532655400000001,4.1,18,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Eisgasse 10, Zürich",Eisgasse 10, Zürich
109,Olif,ChIJ6Qe9pxAKkEcRFLTtxjxE--k,47.3776954,8.5263784,4.2,276,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Langstrasse 81, Zürich",Langstrasse 81, Zürich
110,MAZÌ im Morgarten | Griechisches Mezze Restaurant,ChIJu1EkGaMLkEcRuXOU6Ftr0wA,47.3714862,8.527817299999999,4.5,249,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Morgartenstrasse 26, Zürich",Morgartenstrasse 26, Zürich
111,Thach,ChIJqZ09QxAKkEcRKP3hQwz-9Rc,47.3786688,8.529901599999999,4.6,679,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,"Militärstrasse 84, Zürich",Militärstrasse 84, Zürich
112,Masala,ChIJE_JZQxsKkEcRJF8kgqWKQBI,47.3729909,8.5290306,4.1,479,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Stauffacherstrasse 27, Zürich",Stauffacherstrasse 27, Zürich
113,Neela,ChIJx6iJAxwKkEcRPvKe4kZb57I,47.3779907,8.5297821,4.6,382,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Kanonengasse 29, Zürich",Kanonengasse 29, Zürich
114,Pyramids,ChIJM7APZxwKkEcRbnJqKZiPyrM,47.3715232,8.5261363,4.6,372,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Werdstrasse 99, Zürich",Werdstrasse 99, Zürich
115,Exer Bar & Restaurant,ChIJH58LiRAKkEcRsXR9dkCeniM,47.37830959999999,8.5285583,4.8,205,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Tellstrasse 10, Zürich",Tellstrasse 10, Zürich
