,Place Name,Place ID,Latitude,Longitude,Rating,User Ratings Total,Types,Price Level,Vicinity
0,Bärengasse,ChIJXT485wAKkEcRmYgz1gFYLGA,47.37028249999999,8.5387167,4.5,537,"['restaurant', 'food', 'point_of_interest', 'establishment']",4,"Bahnhofstrasse 25, Zürich"
1,Zeughauskeller,ChIJX7fB6wAKkEcRhpTedk8sztg,47.3704208,8.5399742,4.4,9239,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Bahnhofstrasse 28A, Zürich"
2,Coop Restaurant Zürich St. Annahof,ChIJgcBmwAYKkEcRnuVcVKVsDYY,47.3730091,8.538126,4.2,1018,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Bahnhofstrasse 57, Zürich"
3,Wirtsstube Münsterhöfli,ChIJ1f0ImQAKkEcRDt7eCVz0uV0,47.3700336,8.5403322,4.3,434,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Münsterhof 6, Zürich"
4,La Rôtisserie,ChIJA4wBqwAKkEcR1Y1kaDLt-H8,47.3711107,8.5417977,4.5,253,"['restaurant', 'food', 'point_of_interest', 'establishment']",4,"Weinpl. 2, Zürich"
5,Bauernschänke,ChIJiZuJn6mgmkcRaGWEH7EljDw,47.3724348,8.5451847,4.5,450,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Rindermarkt 24, Zürich"
6,Sternen Grill + Sternen Grill Restaurant im oberen Stock,ChIJs1urRqugmkcRA1ulmr2Q5wk,47.36732199999999,8.545594,4.4,4147,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Theaterstrasse 22, Zürich"
7,Widder Restaurant,ChIJcX3oLwcKkEcR4jedn_ymCtE,47.3722348,8.5399174,4.4,27,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Widdergasse 6, Zürich"
8,Restaurant Sopra,ChIJI58lMdELkEcRAMy_r915lYA,47.3742941,8.5374555,4.0,33,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Seidengasse 1, Zürich"
9,Madrid,ChIJVyhQpamgmkcRbttRg83N9a0,47.3732415,8.5446599,4.4,544,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Froschaugasse 15, Zürich"
10,Heugümper,ChIJa0sAlQAKkEcRN0KXUTVHiYc,47.3702704,8.5401106,4.7,309,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Waaggasse 4, Zürich"
11,Veltlinerkeller,ChIJO1F5rwAKkEcRJ7H4nRupWr4,47.37096469999999,8.5411972,4.7,224,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Schlüsselgasse 8, Zürich"
12,Lindenhofkeller Restaurant,ChIJr0M7RwcKkEcR58OcvIT2Gls,47.3724745,8.5407838,4.6,37,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Pfalzgasse 4, Zürich"
13,Rosaly's Restaurant & Bar,ChIJy1roQqugmkcRBeCV-hePRf4,47.367419,8.545874,4.5,617,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Freieckgasse 7, Zürich"
14,Coop Restaurant Zürich Bellevue,ChIJt3cvW6ugmkcR8lFcEpjr-UU,47.3673456,8.5460155,4.2,229,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Theaterstrasse 18, Zürich"
15,Union Diner Bellevue,ChIJ22DpdmuhmkcRNp3vx2s7akg,47.3670157,8.5462876,4.3,213,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"St. Urbangasse 4, Zürich"
16,Korner,ChIJST5PPAIKkEcRK8MasC5mGuA,47.3685926,8.5339415,4.2,1308,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Gartenstrasse 10, Zürich"
17,Thai Erawan,ChIJ4aq0CgEKkEcRVZyvJrN9edk,47.3694795,8.536637899999999,4.3,108,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Bärengasse 25, Zürich"
18,Widder Garden,ChIJhfDAJAcKkEcR59EtQQox4TQ,47.3725174,8.539818,4.5,11,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Rennweg 7, Zürich"
19,Tschingg,ChIJG5sTcaugmkcRmKCHqZ3dZN4,47.3682947,8.5460417,4.2,772,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Oberdorfstrasse 2, Zürich"
20,Talacker,ChIJze6A9gMKkEcRqICLh3VwWkM,47.371893,8.534785,4.0,109,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Talacker 41, Zürich"
21,Restaurant Enja,ChIJuUU5wugLkEcR5NhbqJ2qVwY,47.3737258,8.5374298,4.4,118,"['restaurant', 'bar', 'park', 'food', 'point_of_interest', 'establishment']",0,"Sihlstrasse 9, Zürich"
22,AuGust,ChIJeSToOgcKkEcRgiVTUfjVOTg,47.3723276,8.5400013,4.3,757,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Rennweg 7, Zürich"
23,Neue Taverne,ChIJSetnU64LkEcR8iIrqCbvkkk,47.3720812,8.540402499999999,4.7,391,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Glockengasse 8, Zürich"
24,Bindella,ChIJX4pduwAKkEcRr5_RAWUd104,47.370718,8.540664,4.4,938,"['restaurant', 'food', 'point_of_interest', 'establishment']",4,"In Gassen 6, Zürich"
25,Bodega Espanola,ChIJPfdXKKqgmkcRYb15HXkViwg,47.3712679,8.544127,4.2,1082,"['liquor_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2,"Münstergasse 15, Zürich"
26,Trattoria Sempre,ChIJ9zpt266hmkcRMtrazHLMiGE,47.3729903,8.5436294,4.4,519,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Niederdorfstrasse 7, Zürich"
27,Noon,ChIJ87r6CqugmkcRVdjd6U7kq9U,47.3686777,8.545457299999999,4.5,222,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Oberdorfstrasse 9, Zürich"
28,Glogge Egge,ChIJO6xGoQYKkEcR3L8U0fsGoMw,47.37290489999999,8.5365208,4.3,127,"['bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2,"Sihlstrasse 31, Zürich"
29,Saigon,ChIJ4ZzajgQKkEcRkiUUiNl6VyA,47.3730058,8.532774700000001,4.4,1080,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Sihlstrasse 97, Zürich"
30,Dialog,ChIJhbZbLKqgmkcRWjrTuenaQ_Q,47.3708614,8.544713999999999,4.2,232,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Münstergasse 4, Zürich"
31,Bianchi,ChIJG7Yh0amgmkcRI7GI0awSb-o,47.37354209999999,8.5429626,4.6,589,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Limmatquai 82, Zürich"
32,The Butcher,ChIJMSOk66mgmkcRBaW1ZsvBjd4,47.37249440000001,8.543391399999999,4.2,1680,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Stüssihofstatt 15, Zürich"
33,Schipfe 16,ChIJhxLGZQcKkEcR9DiYBQ21czo,47.3730889,8.541802299999999,4.5,511,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Schipfe 16, Zürich"
34,Ristorante33,ChIJmxfuZSAJkEcRxeEXoLITs7E,47.3668612,8.5340586,4.4,286,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Bleicherweg 33, Zürich"
35,Vapiano,ChIJ9-g9ZqugmkcReZ-24XijM5A,47.367774,8.5461457,4.0,2678,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Rämistrasse 8, Zürich"
36,Riithalle,ChIJx_jJswUKkEcRgwywjsQLQug,47.3747135,8.534485600000002,4.1,1426,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Gessnerallee 8, Zürich"
37,Parkhuus,ChIJH6dzZf8JkEcR-JRsh32V638,47.3667582,8.5359982,4.0,164,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Dreikönigstrasse 25, Zürich"
38,Luigia,ChIJ_0YzhycLkEcREC8sx6hleRI,47.3704873,8.5354656,4.1,2115,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Talstrasse 61, Zürich"
39,Restaurant Hirschberg,ChIJCyFlHqmgmkcR5jwW8VtbTNQ,47.3735024,8.546693399999999,4.6,120,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Seilergraben 9, Zürich"
40,James Joyce,ChIJJzJlsQYKkEcRIVgHjafHIJc,47.372227,8.537009,4.3,612,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3,"Pelikanstrasse 8, Zürich"
41,LUX Restaurant & Bar,ChIJLeoeJhAJkEcRkbhTuk67LGE,47.3659761,8.5382272,4.4,186,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",0,"Claridenstrasse 5, Zürich"
42,zum Kropf,ChIJ27YcvwAKkEcROpgKdGSEyA4,47.3706353,8.540244099999999,4.4,1029,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"In Gassen 16, Zürich"
43,delish - la pinseria,ChIJn5CekqmgmkcRmhj7KP7UIUM,47.3719387,8.5435994,4.1,237,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Marktgasse 15, Zürich"
44,Silberkugel,ChIJHXrYsfgJkEcRiQMxi-CKBR8,47.366475,8.5341796,4.4,854,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Bleicherweg 33, Zürich"
45,Ornellaia,ChIJhR8PuAYKkEcRoIf_0blKJ7I,47.37245679999999,8.5377064,4.6,298,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"St. Annagasse 2, Zürich"
46,Carlton,ChIJhW8XMQEKkEcRSC3jvBjpmiM,47.3713386,8.537680500000002,4.4,264,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",3,"Bahnhofstrasse 41, Zürich"
47,Swiss Chuchi Restaurant,ChIJTfaDxqmgmkcRN_HnS0olahk,47.37316389999999,8.543659200000002,4.3,4155,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Rosengasse 10, Zürich"
48,Pepito,ChIJBSHpClinmkcRZ0vU2H2FGog,47.36593070000001,8.5467687,3.7,25,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Theaterstrasse 9, Zürich"
49,Louis,ChIJh1OnuKmgmkcRYYAmRzcOGlI,47.3730276,8.5439021,4.2,869,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Niederdorfstrasse 10a, Zürich"
50,Osteria Borgo,ChIJ96N--46hmkcR64B4pntji7k,47.3746714,8.5437078,4.3,232,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Niederdorfstrasse 33, Zürich"
51,Tao‘s,ChIJL3iOygAKkEcRS543QQANWGU,47.371448,8.5401992,4.2,1058,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3,"Augustinergasse 3, Zürich"
52,Simon's,ChIJq1eUjIGhmkcR06A-gkmxfDg,47.373386,8.543574999999999,4.5,1341,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Niederdorfstrasse 13, Zürich"
53,Restaurant zum Grünen Glas,ChIJnbs3ZamgmkcRqAMSvICAIzU,47.37154,8.545748,4.5,308,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3,"u. Zäune 15, Zürich"
54,Kronenhalle,ChIJxye0aaugmkcRti36D04xmFo,47.36762090000001,8.545813899999999,4.6,1550,"['bar', 'museum', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Rämistrasse 4, Zürich"
55,MyVi's,ChIJYRuWmcChmkcRvSomVjHpYOI,47.3746746,8.543599799999999,3.9,145,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Schmidgasse 6, Zürich"
56,Kantorei,ChIJgQWJdKmgmkcRifMHdrCyfdk,47.3724339,8.545584999999999,4.4,693,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Neumarkt 2, Zürich"
57,Aurora,ChIJ5csO6wYKkEcRGdZYCSVkrVI,47.3732572,8.5380099,4.4,635,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3,"Bahnhofstrasse 61, Zürich"
58,Papa Joe's,ChIJrXjdVqqgmkcR_pcB-TeQjMc,47.36878,8.54462,3.9,2137,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Schifflände 18, Zürich"
59,Style Thai,ChIJv6H0IaqgmkcRBbhXSQSTx_k,47.371088,8.543411899999999,4.2,296,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Schoffelgasse 3, Zürich"
60,Wolfbach,ChIJ68Be562gmkcRamHPMmoGRAg,47.37029219999999,8.5522824,4.6,187,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Wolfbachstrasse 35, Zürich"
61,Blockhus,ChIJ1d2JDaugmkcRvG2iNCdYZ9I,47.3681663,8.545157099999999,4.5,483,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Schifflände 4, Zürich"
62,Sternen Grill + Sternen Grill Restaurant im oberen Stock,ChIJs1urRqugmkcRA1ulmr2Q5wk,47.36732199999999,8.545594,4.4,4147,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Theaterstrasse 22, Zürich"
63,Rosaly's Restaurant & Bar,ChIJy1roQqugmkcRBeCV-hePRf4,47.367419,8.545874,4.5,617,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Freieckgasse 7, Zürich"
64,Frida Seefeld,ChIJ7ckHt8CnmkcRxWfmOeZ2Kxk,47.3628239,8.5491981,5.0,18,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Kreuzstrasse 26, Zürich"
65,Coop Restaurant Zürich Bellevue,ChIJt3cvW6ugmkcR8lFcEpjr-UU,47.3673456,8.5460155,4.2,229,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Theaterstrasse 18, Zürich"
66,Pepito,ChIJBSHpClinmkcRZ0vU2H2FGog,47.36593070000001,8.5467687,3.7,25,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Theaterstrasse 9, Zürich"
67,Union Diner Bellevue,ChIJ22DpdmuhmkcRNp3vx2s7akg,47.3670157,8.5462876,4.3,213,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"St. Urbangasse 4, Zürich"
68,Max&Otto,ChIJcwrUclOnmkcRAbMGnaSv5bs,47.3641825,8.5471399,4.3,167,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Dufourstrasse 4, Zürich"
69,Tschingg,ChIJG5sTcaugmkcRmKCHqZ3dZN4,47.3682947,8.5460417,4.2,772,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Oberdorfstrasse 2, Zürich"
70,tibits Bistro,ChIJGfgyljOnmkcRoOVA1-_tf1I,47.3646921,8.5476147,4.4,452,"['bar', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2,"Falkenstrasse 12, Zürich"
71,Burgermeister Oberdorf,ChIJ3bEbdKugmkcRW6nMkWm8op8,47.3685171,8.5458839,4.1,983,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Oberdorfstrasse 8, Zürich"
72,Kaimug,ChIJV6POMVOnmkcRu5EGkKFQrtI,47.3657322,8.548359699999999,3.2,65,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Falkenstrasse 21, Zürich"
73,Zum weissen Kreuz,ChIJy8dMU6qgmkcR8nYi9IYTMzA,47.36925069999999,8.5442539,4.6,194,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Rössligasse 3, Zürich"
74,Noon,ChIJ87r6CqugmkcRVdjd6U7kq9U,47.3686777,8.545457299999999,4.5,222,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Oberdorfstrasse 9, Zürich"
75,Bodega Espanola,ChIJPfdXKKqgmkcRYb15HXkViwg,47.3712679,8.544127,4.2,1082,"['liquor_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2,"Münstergasse 15, Zürich"
76,Dialog,ChIJhbZbLKqgmkcRWjrTuenaQ_Q,47.3708614,8.544713999999999,4.2,232,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Münstergasse 4, Zürich"
77,Pumpstation,ChIJd949nVOnmkcROghWyVhkibY,47.3636537,8.5463788,4.1,1714,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Utoquai 10, Zürich"
78,Vapiano,ChIJ9-g9ZqugmkcReZ-24XijM5A,47.367774,8.5461457,4.0,2678,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Rämistrasse 8, Zürich"
79,Rosengarten,ChIJ_V1-MrKgmkcRZSrFUsvU4CY,47.3697962,8.5563454,4.4,173,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Gemeindestrasse 60, Zürich"
80,La Muña,ChIJVQF0FO2nmkcRpUm9vwoAQuk,47.36274299999999,8.547351599999999,4.4,160,"['restaurant', 'point_of_interest', 'food', 'establishment']",0,"Utoquai 45, Zürich"
81,Bohemia,ChIJ44XXJk2nmkcRqAxAtPi-hb0,47.36480570000001,8.554880299999999,4.2,1740,"['restaurant', 'point_of_interest', 'food', 'establishment']",3,"Klosbachstrasse 2, Zürich"
82,Migros Restaurant,ChIJe6LeMFOnmkcR2cOwloDyUaA,47.3654649,8.5479404,3.8,189,"['restaurant', 'cafe', 'point_of_interest', 'food', 'establishment']",1,"Falkenstrasse 19 - 21, Zürich"
83,NZZ am Bellevue,ChIJzfhu58unmkcRspijcnC4m0E,47.36541889999999,8.5475508,3.8,239,"['restaurant', 'point_of_interest', 'food', 'establishment']",3,"Theaterstrasse 3, Zürich"
84,Sazio,ChIJwUqPWFKnmkcRCqB2GSZshPY,47.3635379,8.5495615,4.5,214,"['liquor_store', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",2,"Seefeldstrasse 27, Zürich"
85,Migros Take Away,ChIJA-QMQYOnmkcRW5VAEX3tM6U,47.3654649,8.5479404,0.0,0,"['meal_takeaway', 'bakery', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",0,"Falkenstrasse 19 - 21, Zürich"
86,Cheti's,ChIJOa4HNKCgmkcRXh4VYLkhtgc,47.3650279,8.5486234,4.4,204,"['restaurant', 'point_of_interest', 'food', 'establishment']",0,"Seefeldstrasse 7a, Zürich"
87,Nooba Kreuzplatz,ChIJQ4KjL02nmkcR9NB5d1g95Ho,47.365136,8.5545875,4.1,631,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,"Kreuzpl. 5, Zürich"
88,Il Gattopardo,ChIJEXFDrKugmkcRZm-yJY29YhA,47.3692424,8.544426,4.5,77,"['restaurant', 'point_of_interest', 'food', 'establishment']",0,"Rössligasse 7, Zürich"
89,Kronenhalle,ChIJxye0aaugmkcRti36D04xmFo,47.36762090000001,8.545813899999999,4.6,1550,"['museum', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",0,"Rämistrasse 4, Zürich"
90,McDonald’s,ChIJWVobtKygmkcRjf-dHUI1l2c,47.3664546,8.5476469,3.5,1694,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,"Stadelhofen, Gottfried-Keller-Strasse 7, Zürich"
91,Papa Joe's,ChIJrXjdVqqgmkcR_pcB-TeQjMc,47.36878,8.54462,3.9,2137,"['night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,"Schifflände 18, Zürich"
92,Outback Lodge,ChIJnTBduaygmkcROGPR79oygdA,47.3669614,8.5477659,4.1,1849,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,"Stadelhoferstrasse 18, Zürich"
93,Style Thai,ChIJv6H0IaqgmkcRBbhXSQSTx_k,47.371088,8.543411899999999,4.2,296,"['restaurant', 'point_of_interest', 'food', 'establishment']",0,"Schoffelgasse 3, Zürich"
94,Weisses Kreuz,ChIJWRqq0qygmkcRwJ3WaiE_PCw,47.36609989999999,8.5487302,4.1,538,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,"Falkenstrasse 27, Zürich"
95,Terrasse Restaurant & Bar,ChIJzxVYF6ugmkcRCDe6d_JS4Gw,47.3678442,8.5445194,4.2,1735,"['night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",3,"Limmatquai 3, Zürich"
96,Commercio,ChIJjQ4qK1OnmkcRRtPQlx6SE2s,47.365959,8.548954799999999,4.2,367,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,"Mühlebachstrasse 2, Zürich"
97,Sorrento,ChIJX7AJIk2nmkcRHsUklcGi2cI,47.3643691,8.554634799999999,4.2,102,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,"Forchstrasse 2, Zürich"
98,Tibits,ChIJJ5DwPVOnmkcRg3Xv8R6KzGo,47.3649874,8.547957199999999,4.4,2593,"['cafe', 'meal_takeaway', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,"Seefeldstrasse 2, Zürich"
99,Kunsthaus,ChIJw12aEaygmkcRrgKB3fP1QJQ,47.3706147,8.5477964,3.9,462,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,"Heimpl. 1, Zürich"
100,Ban Song Thai,ChIJH4XGUqqgmkcROia7W1ypLiM,47.3694296,8.544255300000001,4.4,591,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Kirchgasse 6, Zürich"
101,Haus zum Rüden,ChIJhdmJF6qgmkcRm5seb1JIvRI,47.3708651,8.5431995,4.6,571,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Limmatquai 42, Zürich"
102,kaisin. seefeld,ChIJ-zKBK1mnmkcRv9fWlRoHWwk,47.362725,8.5488983,4.5,63,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",0,"Kreuzstrasse 24, Zürich"
103,Weisser Wind,ChIJA9meCqugmkcRGMxn_Wsz5Bc,47.36888889999999,8.5455556,4.4,582,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Oberdorfstrasse 20, Zürich"
104,Mère Catherine,ChIJ5e8xJaqgmkcRfyMP8-UfJDI,47.370785,8.543811999999999,4.5,692,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",2,"Nägelihof 3, Zürich"
105,Le Dézaley,ChIJr5rzOqqgmkcRYqfno8OTC1c,47.3706218,8.5438887,4.3,1748,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Römergasse 9, Zürich"
106,Silk Lounge & Bar,ChIJiZ63bVOnmkcR56RYz-SGIYA,47.36434209999999,8.547162,4.5,120,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Dufourstrasse 2, Zürich"
107,Napulé,ChIJMdVCpxqhmkcR50w52F148K8,47.3677028,8.5465796,4.1,427,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Stadelhoferstrasse 42, Zürich"
108,Bernadette,ChIJCT9ggq6nmkcR6e689hxlNCU,47.3650667,8.5463022,4.3,145,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Sechseläutenpl. 1, Zürich"
109,Brasserie Schiller,ChIJZ3R0RlOnmkcRDs0_uQnqgnM,47.3653662,8.5472383,3.9,1226,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Sechseläutenpl. 10, Zürich"
110,Conti,ChIJkavTbFOnmkcRfPtbdXVAL54,47.3645053,8.5473808,4.5,341,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Dufourstrasse 1, Zürich"
111,Royal Panda,ChIJf8zFz6SnmkcRcRY2CMEYhjM,47.3644547,8.5546625,4.8,224,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Eingang bei Zollikerstrasse, Forchstrasse 2, Zürich"
112,Tiffins Asian Kitchen,ChIJh3TsCVKnmkcRPPFzTrImq0M,47.3618925,8.5510282,4.2,632,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Seefeldstrasse 61, Zürich"
113,Negishi,ChIJ0a66IqqgmkcRxtP4EjFt_qc,47.3708426,8.5435412,4.4,884,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Nägelihof 1, Zürich"
114,Weisse Rose,ChIJLTlmcqugmkcRuJC4j8cRKYo,47.3681884,8.5457244,4.8,149,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Torgasse 9, Zürich"
115,Koko Chicken,ChIJIW46gVyhmkcR3wcw_Vv2DDM,47.3671228,8.5474106,3.6,466,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Stadelhoferstrasse 22, Zürich"
116,Santa Lucia,ChIJNVx2q6ygmkcR9KZlxwHN4To,47.3663855,8.5466932,4.2,1233,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Theaterstrasse 10, Zürich"
117,Restaurant Le Cèdre - Bellevue,ChIJG9MPAaugmkcRKnfu7SKdUQk,47.36866999999999,8.5443,4.0,1609,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Schifflände 5, Zürich"
118,Ginger Restaurant,ChIJSfGzDlKnmkcR-JYhXFg-h3c,47.361841,8.550616999999999,4.3,488,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Seefeldstrasse 62, Zürich"
119,Williams ButchersTable am Bellevue,ChIJdZLE5V6hmkcRZ_jZunmNQGg,47.3682948,8.5451546,4.7,350,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Schifflände 6, Zürich"
120,Köchlistube,ChIJn-2yVhkKkEcRgJxDqmr69Zg,47.3732397,8.5238171,4.8,434,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Köchlistrasse 6, Zürich"
121,Meze Mediterrane Küche,ChIJky43PssLkEcRpXYy9wjKvKE,47.3770819,8.532382499999999,4.8,273,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Freischützgasse 1, Zürich"
122,BUND 39 | 外滩 39 | Taste of Shanghai,ChIJRz-nPk4LkEcRmfUDxGR25Xo,47.3749533,8.5286819,4.5,159,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Bäckerstrasse 39, Zürich"
123,Restaurant Zeughaushof,ChIJ-6GvoRoKkEcRg8m8pR4XKi8,47.377901,8.5304401,4.3,215,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Kanonengasse 20, Zürich"
124,Schweizer Weinstube,ChIJvTPIABoKkEcRk0x76s3Hsps,47.377522,8.525743,4.5,56,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Hohlstrasse 49, Zürich"
125,Brauerhof,ChIJ5S6FeBoKkEcRdowXfsJ5-7g,47.37746509999999,8.5279385,4.6,40,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Brauerstrasse 26, Zürich"
126,Summergarte,ChIJxxCxpxoKkEcRqDfwfuwdzK8,47.377167,8.530537299999999,4.6,245,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Militärstrasse 49, Zürich"
127,YNOS,ChIJFzE5JxAKkEcR8vEp17S-8io,47.3788864,8.5315408,4.4,684,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Europaallee 47, Zürich"
128,Hermanseck,ChIJmWwMFRwKkEcRhD1K23XTJR0,47.3716482,8.5250389,4.7,310,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Birmensdorferstrasse 58, Zürich"
129,Yen,ChIJq-nOXgUKkEcRMlM0HwrF8sk,47.376947,8.5325205,4.4,26,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Freischützgasse 4, Zürich"
