,Place Name,Place ID,Latitude,Longitude,Rating,User Ratings Total,Types,Price Level,Vicinity
298,Meskerem,ChIJfTG69icKkEcRd97fJwLeQbY,47.3695445,8.5056973,4.6,136,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Birmensdorferstrasse 364, Zürich"
299,Flash Take-Away,ChIJPU2G8CAKkEcRgDbfl5WwVeY,47.3704918,8.513680299999999,4.2,151,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,"Kalkbreitestrasse 136, Zürich"
300,Les Délices d'Orient,ChIJe7IgyiEKkEcRKbwbMKKSShM,47.3713778,8.5162661,4.6,196,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Aemtlerstrasse 18, Zürich"
301,Migros Take Away,ChIJce7VjzYLkEcRMuvhKta4xaI,47.36994989999999,8.508405999999999,1.0,1,"['meal_takeaway', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",0,"Birmensdorferstrasse 320, Zürich"
302,La Côte,ChIJO_apuSEKkEcRvHz6cQrBRms,47.37177990000001,8.5158776,4.3,474,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Aemtlerstrasse 26, Zürich"
303,Yokita,ChIJG10-GnkLkEcRIXr08uLMs3E,47.3701443,8.514308399999999,4.8,99,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Friesenbergstrasse 3, Zürich"
304,Shangrila Tibet Restaurant,ChIJrYefRScKkEcRy4BTM4Mkwcs,47.3697476,8.5101022,4.7,301,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Birmensdorferstrasse 297, Zürich"
305,Vrenelisgärtli,ChIJPVnzQIgJkEcRbttnKCENYSg,47.36795499999999,8.506059,4.2,90,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Wasserschöpfi 71, Zürich"
306,Kulturmarkt,ChIJGTk7pSEKkEcR4m_8glr_cos,47.3718753,8.515461199999999,4.4,148,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Aemtlerstrasse 23, Zürich"
307,Kafi Ferdinand,ChIJRaO8SScKkEcR-Q5_d4YXoLk,47.370087,8.5105833,4.5,150,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Gutstrasse 2, Zürich"
308,Zapote - Californian Burritos & Salads,ChIJKQHZfPMJkEcRL8THxA8WVLQ,47.3633236,8.5174326,4.4,245,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Binzallee 4, Zürich"
309,Xi Muoi,ChIJabObpvILkEcRqWuvgXs_Rjc,47.3705975,8.5137603,4.1,237,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Kalkbreitestrasse 134, Zürich"
310,Jdaburg,ChIJxdYBfyEKkEcRLDylDg-mBKM,47.3733531,8.514837499999999,4.4,192,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Gertrudstrasse 44, Zürich"
311,Daizy,ChIJZQlSgYwJkEcRcexXz82dnrg,47.3631413,8.5124634,4.5,764,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Räffelstrasse 28, Zürich"
312,Tillsamman,ChIJmbER_CEKkEcRR6MkryLupFc,47.3729746,8.5176664,4.8,185,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Sihlfeldstrasse 10, Zürich"
313,Scheidegg,ChIJ-z9plh8KkEcRTKlPYZ3XyrA,47.3700155,8.5183985,3.7,62,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Kehlhofstrasse 2, Zürich"
314,Dabo Smoothies,ChIJW-eeB44LkEcR8hTnii7jt8U,47.36966779999999,8.510671799999999,4.9,32,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Birmensdorferstrasse 285, Zürich"
315,Restaurant Schmiedhof,ChIJK3HICB8KkEcR_9J7KP5eFn8,47.370996,8.519585,4.2,69,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Zweierstrasse 136, Zürich"
316,Plüsch,ChIJQ4MBzCEKkEcRzr05Lci8e7E,47.3712981,8.5163383,4.4,465,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Aemtlerstrasse 16, Zürich"
317,Hopfenau,ChIJJ6lySPQJkEcRT0YbzxYezDA,47.3651312,8.5200101,4.8,279,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"Hopfenstrasse 19, Zürich"
318,Gertrudhof,ChIJD6iYLyIKkEcRiJbvOViVNXA,47.37390070000001,8.5158151,4.6,1030,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Gertrudstrasse 26, Zürich"
319,Bottega Berta,ChIJ_62N5iMKkEcRjqkWkkiMKhc,47.37410149999999,8.5135446,4.5,205,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Bertastrasse 36, Zürich"
320,Piratino 2,ChIJSbDV-qoJkEcRBHxJFn6RTfE,47.3646109,8.5105702,3.7,109,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Sieberstrasse 12, Zürich"
321,Pery,ChIJn9FDFx8KkEcR7yxlX7Y0OvI,47.3716997,8.519776799999999,4.6,55,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Zentralstrasse 36, Zürich"
322,Grotto Reale,ChIJ67Fq9CMKkEcRI8LvsQaO5ZI,47.37472450000001,8.512694699999999,4.4,240,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Martastrasse 145, Zürich"
323,Le Mezzerie de Moudi,ChIJMZH45iMKkEcRkGKzKdLm4fI,47.3740732,8.5135824,4.3,217,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2,"Bertastrasse 36, Zürich"
324,Sher-E-Punjab,ChIJHw3CQCIKkEcR4aYKXgJKKCM,47.3745883,8.516836,4.1,195,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Sihlfeldstrasse 45, Zürich"
325,Piazza,ChIJOTIi0SMKkEcReaJIysQ7lvU,47.373959,8.514556299999999,4.2,262,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",2,"Idaplatz 2, Zürich"
326,Ploy,ChIJE1IxEvQJkEcR7xC6i0KaQec,47.3639419,8.5201534,4.2,131,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Uetlibergstrasse 38, Zürich"
327,LaZoupa,ChIJG0ywly0JkEcRoc6nXZsG4r0,47.3616792,8.516727699999999,5.0,2,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Grubenstrasse 9, Zürich"
328,Gasthof Falken,ChIJ8RG3KLgLkEcRn70lr6f_knw,47.3702346,8.519485999999999,4.3,664,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Birmensdorferstrasse 150, Zürich"
329,Da Michelangelo,ChIJK4P6gCEKkEcRbvzSK12r82Q,47.3734206,8.5153257,4.5,748,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Gertrudstrasse 37, Zürich"
330,Tamarind Hill,ChIJPTnaTlsJkEcRm7TCtI1MZYA,47.3686136,8.501603099999999,4.3,232,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Birmensdorferstrasse 427, Zürich"
331,Payamlino,ChIJJfq3qPMJkEcRJfpxRUjxbEE,47.3615444,8.5178944,4.2,197,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Uetlibergstrasse 103, Zürich"
332,Binz & Kunz,ChIJUbTNpYwJkEcRnbNV5y2tPiQ,47.3630471,8.5131972,4.4,844,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Räffelstrasse 17, Zürich"
333,Ooki,ChIJWV3DQx8KkEcRKSQrzNprNm0,47.3721245,8.5188125,4.7,1455,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Zentralstrasse 53, Zürich"
334,Le Liban Take Away,ChIJ3SRfzo4JkEcR9hxoGeXrMig,47.3701099,8.5142661,4.7,27,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,"Friesenbergstrasse 3, Zürich"
335,Hot Pot,ChIJQRBlUCAKkEcRb61aHlA0rwQ,47.3705317,8.5150614,4.6,33,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Birmensdorferstrasse 222, Zürich"
336,Moon Restaurant,ChIJZ5eWN3gLkEcRUdsD90c91vw,47.3904268,8.4802124,4.6,183,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Badenerstrasse 740, Zürich"
337,Musti Grill,ChIJJbOq8MgLkEcRFHVPIkZEvEI,47.3875354,8.488245599999999,4.5,542,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Saumackerstrasse 48, Zürich"
338,La Taquería (Altstetten),ChIJ2xL3d8gLkEcRxCMPd7US9W4,47.3886542,8.4862676,4.6,2292,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Altstetterstrasse 140a, Zürich"
339,KAIMUG Altstetten,ChIJeyVPaPILkEcRVNil4P8hhRU,47.3882886,8.4875256,4.2,25,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Altstetterstrasse 145, Zürich"
340,Restaurant Casino,ChIJM9nbE8kLkEcReXCYG3pMwOs,47.3869092,8.4897765,4.5,140,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 647, Zürich"
341,The Golden Peppercorn,ChIJBeV-nagLkEcRGsbOEhTbelI,47.3889696,8.4887823,4.3,42,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Baslerstrasse 137, Zürich"
342,Turicum,ChIJB9mbEq8JkEcRRXa4_TrDfOY,47.391054,8.4783707,4.2,206,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Badenerstrasse 753, Zürich"
343,Roter Stein,ChIJcf1dyMcLkEcRLC5wsGkH0SQ,47.3885712,8.484765099999999,4.5,303,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Herrligstrasse 39, Zürich"
344,Burgermeister Altstetten,ChIJd3djgR8LkEcRMfTGthMmYeU,47.3881227,8.486487499999999,4.1,334,"['bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Altstetterstrasse 146, Zürich"
345,"Residenz Restaurant, Spirgarten Zürich-Altstetten",ChIJC2eINsYLkEcRgRYK_PYNPFI,47.3876635,8.4845732,4.5,55,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Spirgartenstrasse 2, Zürich"
346,Sir Andrew's,ChIJrwPiVIwLkEcRyyGEmH8i3JE,47.3871212,8.488480899999999,4.3,296,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 659, Zürich"
347,Taj Mahal,ChIJj3TQ6AkLkEcR02S6f0LLd0k,47.3869463,8.4894686,4.5,194,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 649, Zürich"
348,La Taverna,ChIJKxr17cgLkEcRkLwCY1zg978,47.3872411,8.4876299,4.4,264,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 663 Beim, Lindenpl., Zürich"
349,Rashim’s Kitchen,ChIJl297oQILkEcR73ZWcOG2B8M,47.3873117,8.487641300000002,5.0,161,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 663, Zürich"
350,Piratino,ChIJKeoNeLYLkEcRsMFpdBXO9Dg,47.3886642,8.483877999999999,4.5,198,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Badenerstrasse 696, Zürich"
351,Krone Altstetten,ChIJt_F0rccLkEcRo5GiBxWiLbU,47.3883956,8.4837332,4.6,453,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Badenerstrasse 705, Zürich"
352,Imbiss Layalina,ChIJsRulEVALkEcRSiwQ8ZPL66M,47.3915701,8.487939299999999,4.9,18,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Bahnhof Altstetten, Zürich"
353,Kamla GmbH,ChIJV2LWaJoLkEcRYYSJWeQU68E,47.386995,8.4894628,0.0,0,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 649, Zürich"
354,Burger Brothers Swiss,ChIJlcr1nU8LkEcRKaHWQ_9Bfnw,47.3878586,8.4868614,3.9,393,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Altstetterstrasse 147, Zürich"
355,Migros Restaurant,ChIJqSapZ8gLkEcRuiIx7ezjkxU,47.3883843,8.4874986,3.8,398,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",0,"Altstetterstrasse 145, Zürich"
356,Kibar,ChIJA1so2rcLkEcRp3y3Z243bTQ,47.3906785,8.4888881,3.4,80,"['restaurant', 'point_of_interest', 'food', 'establishment']",0,"Hohlstrasse 561, Zürich"
357,Neu Punkt,ChIJO17ziMgLkEcR3LTTKorLIaY,47.38783160000001,8.4868726,3.7,63,"['restaurant', 'point_of_interest', 'food', 'establishment']",0,"Altstetterstrasse 147, Zürich"
358,BIG Baba's,ChIJo9h_3lELkEcRIlQ3usBNZ2U,47.3878311,8.486848,4.7,94,"['restaurant', 'point_of_interest', 'food', 'establishment']",0,"Altstetterstrasse 147, Zürich"
359,Spirgarten,ChIJI8kubm0LkEcR_ZqalisnzwU,47.3873936,8.4854155,4.4,110,"['restaurant', 'point_of_interest', 'food', 'establishment']",0,"Lindenpl. 5, Zürich"
360,Antonio Cuccu,ChIJ-cFqi8gLkEcR97YSh4maFj4,47.3866956,8.486708199999999,4.9,45,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",0,"Altstetterstrasse 159a, Zürich"
361,Linde Take Away,ChIJF7VlRk8LkEcRGotAoLw6Z40,47.38931609999999,8.4866025,4.4,38,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",0,"Meier-Bosshard-Strasse 4, Zürich"
362,QIRIN - Sushi & Drinks,ChIJKXQTWisLkEcRHf_mf9olgxY,47.3891034,8.4882216,4.6,205,"['restaurant', 'point_of_interest', 'food', 'establishment']",0,"Baslerstrasse 141, Zürich"
363,Memo Bar,ChIJc38LgMgLkEcRiJMc_T2Ph6w,47.3880053,8.4860658,4.4,1056,"['restaurant', 'point_of_interest', 'food', 'establishment']",1,"Badenerstrasse 676, Zürich"
364,Rauti,ChIJyUL5QM4LkEcRDuDttzbhGSs,47.3819715,8.488530599999999,4.5,66,"['restaurant', 'point_of_interest', 'food', 'establishment']",1,"Rautistrasse 75, Zürich"
365,Suan Long,ChIJ8RKSsIALkEcRpRrJWxQ5IK8,47.3896194,8.4866222,4.0,186,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,"Altstetterstrasse 124, Zürich"
366,Peking Garden,ChIJQcDww7cLkEcR84AqgBAkpXM,47.3910803,8.4888724,3.6,836,"['restaurant', 'point_of_interest', 'food', 'establishment']",1,"Hohlstrasse 560, Zürich"
367,Sonne Libanon,ChIJNc_WnYcJkEcRyAJZjZAJ4RQ,47.3820094,8.4838223,4.3,283,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,"Altstetterstrasse 223, Zürich"
368,scent of bamboo,ChIJyQl7ybcLkEcRRqRVg1hZUxY,47.3908959,8.4891463,3.9,488,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,"Zürich-Altstetten Bahnhof, Altstetterpl. 12, Zürich"
369,Bistro ufem Chilehügel,ChIJvW55PcYLkEcRZkQB5CW3HtQ,47.3869012,8.4847631,4.6,54,"['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']",1,"Pfarrhausstrasse 21, Zürich"
370,SBB Restaurant Westlink,ChIJAasLT7YLkEcRrhirGkQmW9g,47.3916876,8.4910189,4.2,274,"['restaurant', 'point_of_interest', 'food', 'establishment']",1,"Westlink Plaza, Vulkanpl. 11/17, Zürich"
371,momomo,ChIJzWk5XvELkEcRPT3MJ6Gh9eM,47.3889669,8.4886415,4.8,31,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",0,"Baslerstrasse 137, Zürich"
372,Akaras,ChIJm42zPE8LkEcR_hGhG1rxqCs,47.3906624,8.4887778,4.2,103,"['restaurant', 'point_of_interest', 'food', 'establishment']",0,"Hohlstrasse 561, Zürich"
373,Subway,ChIJ--FIzbcLkEcRjQ5V-e67SuU,47.3909604,8.489965399999999,4.2,683,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,"Hohlstrasse 552/556, Zürich"
374,Kormasutra Indian Restaurant,ChIJoaQ8MKigmkcRxSHXctRBTp8,47.3892412,8.486467,4.1,951,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,"Altstetterstrasse 130, Zürich"
375,Santa Lucia Altstetten,ChIJhwIxe8gLkEcRL3YTFyaPlrM,47.38878099999999,8.4869679,4.2,1110,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,"Altstetterstrasse 145, Zürich"
376,Restaurant Triangolo,ChIJETM2oCsLkEcRIQvUiQfzpPg,47.387549,8.488173,0.0,0,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Saumackerstrasse 48, Zürich"
377,Samurai VII Altstetten,ChIJe5CAHMkLkEcRPl8CKv3gbYw,47.3870808,8.489030999999999,4.7,460,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Ecke, Badenerstrasse 651, Grimselstrasse 2, Zürich"
378,Brudis Grill,ChIJT_SJcbELkEcRICZShjerfQQ,47.3930328,8.489656199999999,0.0,0,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Aargauerstrasse 252, Zürich"
379,The Coconut,ChIJK9c-y8sLkEcRNiEzd-ceXkk,47.38739899999999,8.493105,4.8,166,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Baslerstrasse 103, Zürich"
380,Chef Benji,ChIJtdxkrbsLkEcRQmZne_ZTTnQ,47.389698,8.4940801,5.0,2,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Hohlstrasse 508, Zürich"
381,BUNT,ChIJs1wMarYLkEcRodTXw5iKhzE,47.39203269999999,8.4915934,4.3,370,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Vulkanpl. 2, Zürich"
382,Arche Bistro,ChIJixeh8PYLkEcRh4rEv9LOVBM,47.3889812,8.4943376,4.9,8,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Hohlstrasse 489, Zürich"
383,Negishi Sushi Bar Altstetten,ChIJLzcjbIuhmkcRhotPUen_yHs,47.3916134,8.488107300000001,4.5,101,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Altstetterpl. 11, Zürich"
384,Migros Take Away,ChIJcRmrZcgLkEcRMoDp4n8v6ZE,47.3881717,8.4869196,3.3,6,"['meal_takeaway', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",0,"Altstetterstrasse 145, Zürich"
385,UBS Restaurant Key West,ChIJH2MlS0YLkEcR00N5alkFho4,47.3927924,8.4873348,0.0,0,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Max-Högger-Strasse 82, Zürich"
386,Ruenthai 2,ChIJjVIwessLkEcRZNi76a5rSdU,47.3853691,8.494768100000002,4.4,81,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Badenerstrasse 582, Zürich"
387,Züri Momo,ChIJzTyydEcLkEcRT2cd47E24_o,47.3888531,8.4949674,4.8,24,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Hohlstrasse 485, Zürich"
388,Thai Style,ChIJKTVQz-kLkEcR47gjZJ9KjDo,47.3838428,8.4948417,4.6,16,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Flurstrasse 55, Zürich"
389,NextShop,ChIJw85x27cLkEcROPuv4DD3Lxw,47.3906717,8.488982499999999,4.3,16,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Hohlstrasse 561, Zürich"
390,Masri Streetfood,ChIJAyaoLL0LkEcRdBVK_j08DgU,47.39308519999999,8.489516,5.0,19,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Aargauerstrasse 252, Zürich"
391,Buckhuser Bar Bistro Restaurant,ChIJtZfZQ8wLkEcRnM4-GEYOInE,47.38380009999999,8.4927248,4.2,347,"['night_club', 'bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,"Buckhauserstrasse 34, Zürich"
392,CaffèCioccolato,ChIJEU70nMgLkEcRXWJjPt_jKF8,47.3871733,8.4859919,4.2,184,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2,"Lindenpl. 4, Zürich"
393,Restaurant Hönggerhof,ChIJx6kYAbILkEcRgZF9b5xyLkI,47.3994264,8.495773699999999,4.6,303,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Am Wasser 161, Zürich"
394,DAD‘S BISTRO,ChIJ39tyDqILkEcROwdL2ICfKzg,47.4017501,8.4996371,4.5,50,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Limmattalstrasse 177, Zürich"
395,Maharani Indian,ChIJZzBDD68LkEcRP1saaLYin8o,47.4027156,8.4924811,3.9,283,"['restaurant', 'meal_takeaway', 'bar', 'food', 'point_of_interest', 'establishment']",2,"Limmattalstrasse 252, Zürich"
396,Am Brühlbach,ChIJN4wHc6wLkEcRbu8FJ218DY0,47.4035863,8.498598399999999,4.3,63,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Kappenbühlweg 9, Zürich"
397,Höngger Oriental,ChIJmeBMZLcLkEcRD1wYlKX1dOA,47.4020356,8.4973698,4.8,108,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Limmattalstrasse 213, Zürich"
398,Zweifel 1898 Restaurant Weinbeiz,ChIJ8bQ3UlQLkEcRY_Vh_4y2Zyc,47.4037777,8.497525399999999,4.6,50,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Regensdorferstrasse 20, Zürich"
399,"marcello s bistro, Marcel Stutz",ChIJIdioP6wLkEcRkqeRDOqi1vw,47.402963,8.4979373,4.6,79,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Regensdorferstrasse 13, Zürich"
400,Da Biagio,ChIJZ-f2iq4LkEcR_G1ZXCnifRI,47.40236549999999,8.4954298,4.4,410,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Limmattalstrasse 228, Zürich"
401,persian food,ChIJ7YuFebILkEcRx7sL_caVgk0,47.39920679999999,8.4979272,4.1,160,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"Am Wasser 135, Zürich"
402,Hong Kong Take Away,ChIJExiOT6wLkEcReHxGXepCjWU,47.40244999999999,8.4985536,4.7,74,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Regensdorferstrasse 5, Zürich"
403,Kebap Haus Höngg Take Away,ChIJ5bzU5rkLkEcRh1LkL--QAsA,47.401941,8.495994999999999,4.2,677,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Limmattalstrasse 227, Zürich"
404,Restaurante Lumar,ChIJAeanzm0LkEcRkqwz1IYOz2E,47.4022059,8.4978325,4.8,12,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Limmattalstrasse 206, Zürich"
405,Pizzeria Rapido,ChIJIZ_BmCoLkEcRGgDJ5K-Qonw,47.40166079999999,8.4989673,4.4,69,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Ackersteinstrasse 205, Zürich"
406,Werdinsel Restaurant Flussbad | Werdinsel GmbH,ChIJ1yx9p7oLkEcRj0_43Kd6dlU,47.3994133,8.4893626,4.3,404,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2,"Werdinsel 1A, Zürich"
407,MyLatinFood GmbH,ChIJoRk1qYyhmkcRJVh1_-9aioM,47.4035322,8.4965245,4.4,17,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Wieslergasse 36, Zürich"
408,Oase Höngg,ChIJi-EQQSELkEcR6pMLvAOuTYE,47.4021737,8.4981301,5.0,6,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Limmattalstrasse 202, Zürich"
409,Asia Restaurant & Take Away Meedo,ChIJs1VfxfYLkEcRf9HbtUF2Zzc,47.40203229999999,8.4962515,4.5,23,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",0,"Limmattalstrasse 225, Zürich"
410,Personalrestaurant Wasserversorgung Stadt Zürich,ChIJt57fD28LkEcRtFBLqWfzDEI,47.3976805,8.4963445,0.0,0,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"Hardhof 9, Zürich"
411,Schützenstube Höngg,ChIJr_TDZwcLkEcRde8yKm4vH3I,47.4096828,8.4968078,4.2,142,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",1,"Kappenbühlstrasse 80, Zürich"
412,Bistro Café Träff HPI,ChIJWd9MdFUKkEcRElvjfNkNLZo,47.4082633,8.5079068,4.3,21,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"Wolfgang-Pauli-Strasse 14, Zürich"
